,continent,year,TMAX,TMIN,PRCP,NOBS
45,central_america,1981,31.2276712329,24.3838356164,5.11479452055,365
46,central_america,1982,30.8153424658,23.7052054795,3.13369863014,365
47,central_america,1983,31.5846575342,24.3739726027,2.91698630137,365
48,central_america,1984,30.7773224044,23.087704918,3.06338797814,366
49,central_america,1985,30.0506849315,22.8632876712,3.1602739726,365
50,central_america,1986,30.1375342466,22.5890410959,3.85178082192,365
51,central_america,1987,30.804109589,23.4791780822,4.31671232877,365
52,central_america,1988,30.5245901639,23.2631147541,4.19535519126,366
53,central_america,1989,30.1556164384,22.8084931507,4.22465753425,365
54,central_america,1990,30.381369863,23.1583561644,3.40931506849,365
55,central_america,1991,30.4720547945,23.4443835616,2.47369863014,365
56,central_america,1992,30.6494535519,23.7013661202,3.84043715847,366
57,central_america,1993,30.8605479452,23.6909589041,3.13315068493,365
58,central_america,1994,30.9539726027,23.6857534247,2.85479452055,365
59,central_america,1995,31.115890411,23.7112328767,3.89780821918,365
60,central_america,1996,29.7431693989,23.3743169399,4.67021857923,366
61,central_america,1997,30.3652054795,23.6065753425,2.84438356164,365
62,central_america,1998,30.3446575342,23.9008219178,5.05178082192,365
63,central_america,1999,29.8931506849,23.3805479452,4.25753424658,365
64,central_america,2000,29.9030054645,23.2707650273,2.76393442623,366
65,central_america,2001,30.4328767123,23.6271232877,3.90520547945,365
66,central_america,2002,30.4183561644,23.6884931507,3.25452054795,365
67,central_america,2003,30.2208219178,23.6860273973,4.10876712329,365
68,central_america,2004,29.8775956284,23.5871584699,4.46994535519,366
69,central_america,2005,30.3736986301,23.7498630137,5.37726027397,365
70,central_america,2006,30.2334246575,23.7271232877,4.58849315068,365
71,central_america,2007,30.6104109589,23.9049315068,3.81945205479,365
72,central_america,2008,29.8379781421,23.8308743169,3.80054644809,366
73,central_america,2009,30.4671232877,24.415890411,4.51726027397,365
74,central_america,2010,30.315890411,24.2934246575,6.23315068493,365
75,central_america,2011,29.8476712329,23.6769863014,6.13671232877,365
76,central_america,2012,30.6912568306,24.4210382514,3.83333333333,366
77,central_america,2013,30.5857534247,24.2065753425,5.92684931507,365
78,central_america,2014,31.017260274,24.5947945205,4.11178082192,365
79,central_america,2015,30.9208219178,24.4673972603,2.87808219178,365
80,central_america,2016,29.3171171171,22.9837837838,2.47477477477,111
81,europa,1970,9.52989944189,1.77078041603,1.87567383269,16425
82,europa,1971,10.0569531202,1.94932115677,1.7480356775,16425
83,europa,1972,10.3127730217,2.83386257843,1.77238283148,16470
84,europa,1973,10.2735884323,2.2494615931,1.86404166904,16425
85,europa,1974,10.8208118721,3.49906808726,2.16626978785,16425
86,europa,1975,11.0676664637,3.1681819381,1.82095967685,16425
87,europa,1976,9.83994464681,1.69018437563,1.53363033903,16470
88,europa,1977,9.74466818874,2.43004302385,1.99242368712,16425
89,europa,1978,9.30297716895,1.60064332826,1.83477912739,16425
90,europa,1979,9.51258041601,2.11603023846,2.01222271677,16425
91,europa,1980,9.65132007693,1.79933464886,1.89549551272,16470
92,europa,1981,9.61920974125,1.94583876205,2.16892708207,16425
93,europa,1982,10.4305038052,2.76817503805,1.83346659123,16425
94,europa,1983,10.6586509386,2.92142770167,2.03773594185,16425
95,europa,1984,10.1893892937,2.98372343655,1.98656431829,16470
96,europa,1985,8.89148046679,1.18283155758,1.9182076882,16425
97,europa,1986,9.7103425881,2.11581628511,1.96971162412,16424
98,europa,1987,8.92433181126,1.55019989853,1.98660805383,16425
99,europa,1988,10.4318553039,3.00178618415,2.06365252228,16469
100,europa,1989,11.5509634703,3.98428259767,1.97325298737,16425
101,europa,1990,11.4394885845,3.88764180619,1.99024211294,16425
102,europa,1991,10.5851943176,3.15861440893,1.80819909598,16425
103,europa,1992,10.9913226067,3.56904523376,2.07511842819,16470
104,europa,1993,10.2375818076,2.81420452272,1.88417300621,16425
105,europa,1994,10.7955963615,3.12921782996,1.9388991544,16425
106,europa,1995,10.7561351888,3.25137563238,1.94953472011,16425
107,europa,1996,9.79850203831,2.18438926475,1.72712806112,16470
108,europa,1997,11.0506934116,3.25809952888,1.89002284796,16425
109,europa,1998,10.3725356454,3.09313497862,2.13311495011,16425
110,europa,1999,11.143431043,3.58527194318,2.07007503805,16425
111,europa,2000,11.5791293549,4.3230149189,2.12855160388,16470
112,europa,2001,10.7100634051,3.25815904907,1.99335847187,16425
113,europa,2002,11.2409595129,3.56141825034,1.8611209465,16425
114,europa,2003,11.4361548452,3.33214910488,1.71171545417,16425
115,europa,2004,11.0966512418,3.54251383468,1.97389344065,16470
116,europa,2005,11.3864172356,3.73381078496,1.98310118164,16425
117,europa,2006,11.7003733067,3.98029451674,1.9279278639,16424
118,europa,2007,11.5780311662,4.04502948467,2.19695473258,16425
119,europa,2008,11.4747155579,4.1409204759,2.05508452138,16470
120,europa,2009,11.1262931217,3.51947990143,1.83238489527,16425
121,europa,2010,9.78025770819,2.19957569037,1.82673580555,16425
122,europa,2011,11.9325747744,4.17120529191,1.9997514761,16424
123,europa,2012,10.7039064967,3.262801356,2.00677419966,16470
124,europa,2013,11.2350438001,3.52861828789,1.81012013633,16422
125,europa,2014,12.1518263778,4.71799441294,1.84122256042,16424
126,europa,2015,12.0667283177,4.5230615931,1.9068220137,16425
127,europa,2016,2.32457113598,-3.92432353155,1.78344301014,3255
128,north_america,1970,17.3423310964,4.4728845521,2.22369490091,325577
129,north_america,1971,17.2989818958,4.47139862316,2.28169597196,325576
130,north_america,1972,16.8643144207,4.24814183543,2.42033359646,326467
131,north_america,1973,17.5732208873,5.1534501426,2.60772907268,325573
132,north_america,1974,17.6550904419,4.69942687408,2.30953272517,325576
133,north_america,1975,17.1852762404,4.55386854116,2.47880717522,325574
134,north_america,1976,17.5172197334,3.89407237563,1.99360114208,326467
135,north_america,1977,17.7552163843,4.82475882704,2.33251624989,325575
136,north_america,1978,16.8736180978,4.1408508888,2.24681496871,325575
137,north_america,1979,16.8385085976,4.1312464042,2.51967417136,325572
138,north_america,1980,17.5745590216,4.62994322293,2.16482047308,326467
139,north_america,1981,17.9484218332,5.07696911311,2.29928106138,325574
140,north_america,1982,16.8185604895,4.44527909192,2.65870948779,325578
141,north_america,1983,17.0099428674,4.92547331546,2.69359464335,325574
142,north_america,1984,17.1917786897,4.71404840286,2.40729278825,326470
143,north_america,1985,16.8281124213,4.25581416766,2.30252689149,325579
144,north_america,1986,17.7834366262,5.37294003557,2.43273527729,325577
145,north_america,1987,18.1393261266,5.30706704746,2.24368774335,325577
146,north_america,1988,17.8375854023,4.47112554124,2.02634188559,326470
147,north_america,1989,17.0913099442,4.20445097021,2.29492514664,325578
148,north_america,1990,18.1623826932,5.23706675354,2.53421683546,325575
149,north_america,1991,17.8117651548,5.3154005768,2.46188574907,325578
150,north_america,1992,17.2098371229,4.93923097957,2.42191225908,326467
151,north_america,1993,16.5534657972,4.45250499,2.5429629799,325575
152,north_america,1994,17.5414433726,4.86481007291,2.409048333,325578
153,north_america,1995,17.2764735085,4.94121185476,2.53473043078,325580
154,north_america,1996,16.674782035,4.25705739465,2.64465175679,326467
155,north_america,1997,16.9280013628,4.72298495684,2.45377522996,325577
156,north_america,1998,18.1004855858,6.05370220558,2.59218626186,325578
157,north_america,1999,18.1640553339,5.19105860769,2.25448032286,325577
158,north_america,2000,17.5624932972,4.91855142589,2.20773218666,326470
159,north_america,2001,17.8834176764,5.29904033169,2.2542151536,325576
160,north_america,2002,17.6768785773,5.09453022732,2.29586634338,325577
161,north_america,2003,17.5058147089,5.04253308994,2.42392261884,325575
162,north_america,2004,17.36202408,5.20388952042,2.55800042875,326469
163,north_america,2005,17.8038743163,5.33662944441,2.37123838934,325577
164,north_america,2006,18.2459378786,5.55555232611,2.40096604614,325576
165,north_america,2007,17.8387720114,5.26887214903,2.29933241848,325573
166,north_america,2008,17.0488980626,4.35310569622,2.46049161815,326460
167,north_america,2009,16.9317520752,4.62565177006,2.50249172488,325572
168,north_america,2010,17.3869698269,5.17779079528,2.45333190386,325575
169,north_america,2011,17.541160794,5.10366291949,2.4793008102,325576
170,north_america,2012,18.8516332754,5.89122377527,2.2040788,326457
171,north_america,2013,16.9950468642,4.75506515821,2.43599718181,325571
172,north_america,2014,17.0431217054,4.6601826175,2.43264394059,325571
173,north_america,2015,18.1047999878,5.7806614457,2.63975916028,325565
174,north_america,2016,10.9272058937,-0.974934360291,2.22959157244,100544
175,oceania,1970,23.4472506849,14.0835191781,4.0669716083,7300
176,oceania,1971,23.3406525114,14.0622616438,4.43303726627,7300
177,oceania,1972,23.7973809198,14.144204235,4.08314839235,7320
178,oceania,1973,23.7886573059,14.8360474886,4.21917992396,7300
179,oceania,1974,23.3809842466,14.3183267123,4.67489445042,7300
180,oceania,1975,23.6442134703,14.3855305936,4.3491043809,7300
181,oceania,1976,23.6106912568,14.0555446266,4.31491584147,7320
182,oceania,1977,24.0115269406,14.1732988585,3.56249020587,7300
183,oceania,1978,23.6380643836,14.3220490868,4.23734030381,7300
184,oceania,1979,24.0834671233,14.3871835616,3.96269201431,7300
185,oceania,1980,24.396113388,14.5427714025,3.87475880502,7320
186,oceania,1981,24.0624609589,14.6247757991,4.34083315423,7300
187,oceania,1982,24.1949226027,14.2254817352,3.70561437343,7300
188,oceania,1983,23.8898844749,14.7326047945,3.60505055544,7300
189,oceania,1984,23.6106202186,14.195079235,3.87670441139,7320
190,oceania,1985,23.8399018265,14.3744089041,4.14429972062,7300
191,oceania,1986,23.6546691781,14.2390810502,4.13102457618,7300
192,oceania,1987,23.8787493151,14.4594413242,3.80225505877,7300
193,oceania,1988,24.4064221311,14.995685337,4.03075964638,7320
194,oceania,1989,23.7508326484,14.5211232877,4.43590707974,7300
195,oceania,1990,23.9648949628,14.5774032973,4.07835119753,7299
196,oceania,1991,24.1113296804,14.3785328767,4.34587019101,7300
197,oceania,1992,23.3644665301,14.4058142077,3.84258959531,7320
198,oceania,1993,23.8409673516,14.4753143836,4.1689864059,7300
199,oceania,1994,24.0280847032,14.1918128506,3.66371508272,7300
200,oceania,1995,23.5763118722,14.4641792237,4.01840556874,7300
201,oceania,1996,23.6708788707,14.2959881603,4.48946037637,7320
202,oceania,1997,24.0472808219,14.4430509132,3.61683637451,7300
203,oceania,1998,24.176539726,14.6579175799,3.3489982717,7300
204,oceania,1999,23.9922326484,14.4170223744,4.39467521911,7300
205,oceania,2000,24.118159153,14.6161545993,4.41138289723,7320
206,oceania,2001,24.2024813901,14.5487132941,3.9608210194,7299
207,oceania,2002,24.4913799087,14.4231267123,3.86856288935,7300
208,oceania,2003,24.141152968,14.5830063927,4.3171277356,7300
209,oceania,2004,24.1580354377,14.5067668762,4.12742090655,7318
210,oceania,2005,24.4050310502,14.8255283105,4.2167661526,7300
211,oceania,2006,24.3506739726,14.4127111872,3.79012019742,7300
212,oceania,2007,24.545209589,14.9894776256,4.18696918663,7300
213,oceania,2008,24.0255387067,14.5897666211,3.86663743243,7320
214,oceania,2009,24.523266895,15.1250136986,4.0046232216,7300
215,oceania,2010,24.0658294521,15.1484369863,4.47493114005,7300
216,oceania,2011,23.9463063927,14.9364365297,4.61179117151,7300
217,oceania,2012,24.1977682149,14.8744972678,3.99663225567,7320
218,oceania,2013,24.5651436073,15.3310025114,3.83269723414,7300
219,oceania,2014,24.6532821918,15.2381605023,4.15001499874,7300
220,oceania,2015,24.2938257991,15.0592762557,4.25060616773,7300
221,oceania,2016,28.1335922684,18.5120505106,2.86684338106,1828
