station,DIFF_TMAX,DIFF_TMIN,DIFF_PRCP,NRECORDS,TMAX,TMIN,PRCP
ASN00094073,16250033.28,6189743.28,3214195.40996,39624,410.105826772,156.211974561,81.1173887028
ASN00052066,15685828.86,5997099.04,3589313.13306,38248,410.1084726,156.795101443,93.8431586764
ASN00061183,16239070.69,6183138.3,4390046.62866,39597,410.108611511,156.151685734,110.868162453
ASN00044168,18998769.9,7117103.51,3954912.75326,46326,410.11030307,153.630866252,85.371341218
BR000445010,2277770.2,865136.19,1361075.28,5554,410.113467771,155.768129276,245.062167807
ASN00084026,8293791.74,2863621.53,2386096.0725,20223,410.116784849,141.602211838,117.98922378
ASN00008233,10110350.96,4023614.26,2023398.15,24652,410.122949862,163.216544702,82.0784581373
ASN00033096,16437084.0,6241397.51,7324778.33879,40078,410.127351664,155.73126179,182.763070482
ASN00086163,9529497.53,3732965.4,2006490.71,23235,410.135465031,160.661304067,86.3563894986
ASN00099012,5503229.84,1844125.55,1010708.96,13418,410.137862573,137.436693248,75.3248591444
BR000347002,2067927.05,792853.45,953383.4,5042,410.140232051,157.249791749,189.088337961
ASN00003023,13672266.93,5222662.09,5730378.17,33335,410.147500525,156.672029099,171.902749963
ASN00088132,18033775.58,6781871.9,3734718.2525,43969,410.147503468,154.242122859,84.9398042371
ASN00050083,1952305.99,765391.24,365223.395,4760,410.148317227,160.796478992,76.7276039916
ASN00048115,15883418.91,5934593.09,3318472.5825,38726,410.148709136,153.245702887,85.6910753112
ASN00074089,12832324.67,4764555.43,2435585.29,31287,410.148773292,152.285467766,77.8465589542
ASN00002013,11836649.3,4523078.15,4083676.61,28859,410.154520254,156.730245331,141.50443917
ASN00061276,16927601.62,6400151.72,6817614.3849,41271,410.15729253,155.076245305,165.191402799
ASN00057078,17349967.11,6540382.0,4856883.74473,42300,410.164707092,154.618959811,114.819946684
ASN00030033,15008846.13,5757055.67,3836841.1475,36592,410.167417195,157.330992293,104.854644389
ASN00030071,14618423.33,5670728.66,4385452.8309,35640,410.16900477,159.111354097,123.048620396
ASN00006033,16036835.87,6122235.11,2961981.09863,39098,410.170235562,156.58691263,75.757867375
ASN00040695,17293809.24,6524476.86,6261386.29624,42162,410.175258289,154.747802761,148.507810261
BRM00083587,2895481.34,1339271.72,972733.35,7059,410.18293526,189.725417198,137.800446239
IN003040200,7500611.29,2646903.73,3997054.79,18286,410.183270808,144.750286011,218.585518429
ASN00074194,17624381.46,6612019.79,3439583.54,42967,410.18412875,153.886000652,80.0517499476
ASN00057093,14700753.9,5703457.98,5657348.83139,35839,410.188730154,159.141102709,157.854539228
ASN00021092,17474572.47,6560398.9,3193394.6725,42600,410.20123169,153.999974178,74.9623162559
ASN00005008,16965113.19,7209231.48,4277657.35,41358,410.201489192,174.312865226,103.429985734
USC00213808,10128727.87,4094787.0,2713118.5575,24692,410.202813462,165.834561801,109.878444739
ASN00036008,17325047.95,6525744.14,4285132.875,42235,410.205941754,154.510338345,101.459284361
ASN00079039,16693025.55,6318390.27,3461345.31,40694,410.208520912,155.265893498,85.057878557
ASN00015123,16241689.62,7013311.44,3852370.5325,39593,410.216190236,177.135136009,97.2992835223
IN015010100,7638365.03,2708600.89,4298303.68,18620,410.223685822,145.467287325,230.843377014
BR000147016,1433374.12,547346.18,744444.4,3494,410.23872925,156.653171151,213.063651975
USC00279676,1828060.81,736621.25,566042.22,4456,410.247039946,165.309975314,127.029223519
BR000736042,2076686.6,781893.75,693267.2,5062,410.250217305,154.463403793,136.955195575
ASN00031030,8454996.93,3429151.53,6515572.56,20609,410.257505459,166.39097142,316.151805522
RQC00661345,7876685.32,3191414.17,3324758.64,19199,410.265395073,166.228145737,173.173531955
ASN00012204,12899480.62,4935706.66,2276246.11556,31441,410.275774307,156.983132216,72.3973828935
ASN00075110,15237837.28,5812535.85,2952723.96,37140,410.28102531,156.50338853,79.5025298869
ASN00068204,8213834.52,3333326.72,4066661.97,20020,410.281444555,166.499836164,203.129968531
ASN00014708,9118184.84,3651667.41,3628657.90097,22224,410.28549496,164.311888499,163.27654342
BR001647002,3114902.3,1257588.47,1386775.4,7592,410.287447313,165.646531876,182.66272392
ASN00059103,16159582.8,6156294.19,9550499.48585,39386,410.287482862,156.306662012,242.484626158
ASN00035181,17713855.66,6664615.54,4831327.89854,43174,410.289888822,154.366413582,111.903643363
ASN00053083,18011825.42,6769756.22,4448691.52639,43900,410.292150797,154.208569932,101.33693682
ASN00013005,9455978.23,3823154.8,2035574.42,23046,410.30887052,165.892337065,88.3265824872
ASN00032111,12340509.63,4917126.67,24269783.7459,30076,410.310866804,163.490047546,806.948521942
ASN00051072,16503900.83,6248256.62,3636950.035,40222,410.320243399,155.344254885,90.4219092785
ASN00043095,14708659.16,5631729.12,3514539.54444,35846,410.329162529,157.108997378,98.0455153837
IN024119900,6723005.31,2362995.98,4820527.83,16384,410.339679565,144.225828857,294.221669312
ASN00051057,18005337.19,6754415.48,3913501.13,43879,410.340645639,153.932757811,89.1884758085
ASN00052037,5869156.19,1973528.21,1184668.19,14303,410.344416556,137.980018877,82.8265531707
ASN00041494,17384260.6,6551477.57,4211107.1797,42365,410.344874307,154.643634368,99.4006179559
ASN00046117,9302533.51,3765842.57,1872850.34,22670,410.345545214,166.115684605,82.6136012351
ASN00081034,18283459.15,6867115.2,3611214.92139,44556,410.347857752,154.123242661,81.0489029848
RQC00664867,7992447.94,3240206.02,5670437.65,19477,410.353131386,166.360631514,291.135064435
ASN00057012,15967298.63,6061110.53,3743339.225,38911,410.354363291,155.76856236,96.2025963095
BR000643011,2690772.23,1032353.0,893663.62,6557,410.366361141,157.442885466,136.291538813
BR000749002,696408.85,264217.5,334296.96,1697,410.376458456,155.696817914,196.992905127
USC00272842,12065902.94,4822674.31,2995141.72,29402,410.376945106,164.025382967,101.868638868
ASN00043023,10913992.52,4394592.1,2666946.52,26595,410.377609325,165.241289716,100.279996992
BR000546007,2681428.09,1029315.49,1213498.59,6534,410.380791246,157.53221457,185.720629017
ASN00077023,17723229.11,6643731.09,3286770.955,43187,410.383428115,153.836364878,76.1055631324
ASN00033139,17957939.19,6755506.27,5129986.3709,43758,410.392138352,154.383341789,117.235394006
ASN00035138,17898041.91,6727964.92,4097665.16875,43612,410.392596304,154.268662753,93.9572862687
ASN00072093,17942611.34,6750328.59,3490470.4775,43720,410.398246569,154.399098582,79.8369276647
ASN00082116,15876667.09,6056496.81,4066849.75283,38686,410.398260094,156.555260559,105.124586487
ASN00034024,18024348.51,6779618.66,4991307.58261,43919,410.399793028,154.366416813,113.648024377
ASN00002061,3035731.86,1258656.6,951086.01,7397,410.400413681,170.157712586,128.577262404
USC00419125,11347663.94,4494231.93,3227831.47459,27650,410.403759132,162.540033635,116.738932173
ASN00055105,17498987.86,6591835.09,3928008.66873,42637,410.417896663,154.60363276,92.1267600611
ASN00021080,15628006.36,5915640.41,2899760.675,38078,410.420882399,155.355859289,76.1531770314
ASN00074072,16391871.85,6224381.61,3152689.75278,39939,410.422690854,155.847207241,78.9376236956
ASN00060048,16953548.53,6354998.09,9403734.54465,41306,410.437915315,153.851694427,227.66025625
BR001644027,3696440.06,1461098.43,1216058.77,9006,410.441934266,162.236112592,135.027622696
AQC00914912,263094.19,107583.68,271062.16,641,410.443354134,167.83725429,422.873884555
ASN00028027,4641715.98,1835742.04,2289408.66,11309,410.444423026,162.325761783,202.44129985
ASN00086151,15286148.11,5749478.83,3337888.4825,37242,410.454543526,154.381580742,89.6269932469
BR008167000,2909720.98,1127365.32,2410320.85,7089,410.455773734,159.030232755,340.008583721
BR000158002,763454.09,278106.72,381362.03,1860,410.459188172,149.519741935,205.033349462
ASN00085255,7575099.57,3072168.63,1688026.83535,18455,410.463265782,166.468091574,91.4671815414
ASN00061043,16965400.74,6416140.5,4844951.9885,41331,410.476415765,155.237969079,117.223197806
USC00275371,449886.14,175653.64,127692.49,1096,410.480054745,160.267919708,116.50774635
UY000001147,2133267.54,807548.54,1168428.44,5197,410.480573408,155.387442755,224.827485088
ASN00063245,18042832.05,6776909.91,3948476.17041,43955,410.484178137,154.178362189,89.8299663386
ASN00058014,16825846.13,6366619.69,5839983.2275,40989,410.496624216,155.325079656,142.476840799
ASN00080035,15634197.55,5996929.4,2917752.6975,38086,410.497231266,157.457580213,76.609586134
ASN00061246,18321890.38,6873017.0,4175322.57923,44633,410.500983129,153.9895817,93.5478811469
ASN00061291,17752357.36,6676312.95,4210617.52909,43245,410.50658712,154.38346514,97.3665748431
USC00060299,11203661.44,4501496.57,4038202.49,27292,410.51082515,164.938317822,147.962864209
ASN00033105,16126940.23,6104411.84,8535284.34889,39285,410.511396971,155.387853888,217.265733712
ASN00070185,16592563.96,6293825.15,4141133.84629,40419,410.513965214,155.714519162,102.455128684
ASN00057019,18719276.01,7017928.46,5317371.29069,45599,410.519441435,153.905315029,116.611576804
GT000060100,2185608.78,872583.53,776432.45,5324,410.520056349,163.896230278,145.836297896
ASN00012127,6072461.08,2158698.47,985398.359167,14792,410.523328826,145.936889535,66.616979392
ASN00059038,17600480.64,6626616.36,9501652.78286,42873,410.525986985,154.563859772,221.623231005
MI000067424,4850946.75,2009769.75,1353478.94,11816,410.540517095,170.088841401,114.546288084
ASN00035058,13358287.44,5296224.89,3074197.10048,32538,410.544208003,162.770449628,94.4802108451
ASN00073074,8372269.86,2900671.02,1853637.96778,20393,410.54625901,142.238563232,90.8957959975
ASN00053012,17489579.4,6588620.5,4068771.59556,42600,410.553507042,154.662453052,95.5110703182
ASN00068127,8343452.97,3254689.17,2572101.06472,20322,410.562590788,160.155947741,126.567319394
USC00030178,9593090.69,3885411.88,4496593.96,23365,410.575248877,166.291970041,192.449987588
BR001654005,2460655.52,930776.58,1136126.3,5993,410.588272985,155.31062573,189.575554814
RQC00666361,7970891.72,3232776.11,3560538.22,19413,410.595565858,166.52635399,183.409994334
ASN00054082,12315814.84,4615568.97,3120911.97861,29995,410.595593932,153.877945324,104.047740577
ASN00021066,17265150.96,6515512.99,2996572.41868,42049,410.595994197,154.9504861,71.2638212248
BR002255003,1853020.19,699284.61,984258.05,4513,410.596097939,154.948949701,218.093961888
ASN00036081,17270055.6,6527227.45,3742720.46479,42060,410.605221113,155.188479553,88.9852702043
ASN00044173,17753070.61,6672100.41,4320522.46,43236,410.608534786,154.318170275,99.9288199648
ASN00037095,16191973.67,6135643.94,4064121.1025,39433,410.619878528,155.59668146,103.063959184
IN017110101,7602707.61,2691810.8,5826954.94,18515,410.624229544,145.385406427,314.715362679
ASN00014633,14326061.0,5841131.85,4920442.0175,34888,410.630044715,167.425242204,141.03537083
BR000245009,2063023.34,781897.38,947603.03,5024,410.633626592,155.632440287,188.615252787
BR001952002,2021967.55,780765.49,913997.81,4924,410.6351645,158.563259545,185.621001219
ASN00039038,16408571.86,6202210.39,6276004.20861,39959,410.635197578,155.214354463,157.061092835
ASN00062032,17246480.42,6502092.13,3919255.505,41999,410.64026334,154.815403462,93.317829115
ASN00015577,9186896.39,3717642.38,1882986.19885,22372,410.642606383,166.173895047,84.167092743
BR002554026,2286459.46,882548.79,1399254.21,5568,410.642862787,158.503733836,251.30283944
ASN00030150,112516.44,48791.48,49762.01,274,410.643941606,178.071094891,181.613175182
ASN00033172,14072426.15,5489397.31,13299541.6882,34269,410.64595261,160.185511979,388.09249433
ASN00073072,6441847.57,2264096.85,1275362.785,15687,410.648790081,144.329498948,81.3006173902
ASN00074044,16896778.64,6388179.65,3331571.18083,41146,410.654222525,155.256395518,80.9695032526
ASN00056216,16571093.88,6288120.8,7535988.41799,40352,410.663508128,155.831701031,186.756255402
ASN00053057,18031916.75,6779074.05,4503542.10694,43908,410.674973809,154.392685843,102.567689418
ASN00070116,12071615.52,4669492.07,2855128.77,29394,410.6829802,158.858681023,97.1330465401
BR000344011,2543786.03,970130.23,1208572.67,6194,410.685506942,156.624189538,195.119901518
ASN00098013,14241268.11,5493194.25,3015452.85,34675,410.707083201,158.419444845,86.9633121846
ASN00099019,5669829.24,2271597.37,1198864.55,13805,410.708383919,164.548885911,86.842777979
ASN00009936,11281278.43,4270119.13,2941314.44167,27467,410.721171952,155.463615611,107.085391257
BR000257001,2251579.3,853812.53,1560867.98,5482,410.72223641,155.748363736,284.726008756
ASN00031200,18350391.68,6886605.32,4764487.21025,44678,410.725450557,154.138621245,106.640566056
ASN00038052,10099368.62,4062550.81,2048106.05,24588,410.743802668,165.224939401,83.2969761672
ASN00052047,9429542.04,3321264.0,2024153.37431,22957,410.748008886,144.673258701,88.1715108379
BR002552002,2377032.09,918842.99,1583388.31,5787,410.753773976,158.777084845,273.61125108
ASN00070046,9460618.34,3826252.14,2635759.18,23032,410.759740361,166.127654568,114.439005731
BR001840020,2733211.93,1052996.54,1032573.24,6654,410.762237752,158.250156297,155.180829576
ASN00070104,16906580.84,6385679.29,3905039.8725,41159,410.762672562,155.146609247,94.8769375471
ASN00076114,761967.59,287134.15,127140.16,1855,410.764199461,154.789299191,68.5391698113
ASN00066182,10608855.74,4283408.98,4433735.26999,25827,410.766087428,165.850039881,171.670549037
MLM00061272,4958768.61,2171704.41,1543418.02,12072,410.766120775,179.895991551,127.851061962
ASN00054098,3711322.25,1165480.94,946114.82,9035,410.771693414,128.996230216,104.716637521
ASN00007078,11195737.09,4453289.71,2156983.57,27255,410.777365254,163.393495139,79.1408391121
ASN00049039,9440204.96,3315695.7,1718257.73,22981,410.783036421,144.279870328,74.7686232105
RQC00663904,7797963.13,3161464.88,4261572.15,18983,410.786658062,166.541899594,224.494134225
BR000746007,2542775.13,969929.33,1113227.47,6190,410.787581583,156.692945073,179.842886914
ASN00037028,13335429.53,5162720.92,2901815.52,32463,410.788575609,159.034005483,89.3883966362
ASN00004059,11458682.57,4416140.75,3030049.31,27894,410.793811214,158.318661719,108.627278626
ASN00018017,16415539.72,6225536.69,3098328.89,39960,410.799292292,155.794211461,77.535758008
CA006019548,1446033.97,1798385.27,230704.36,3520,410.805105114,510.90490625,65.5410113636
ASN00051083,3818847.05,1238663.15,815578.29,9296,410.805405551,133.246896515,87.7343255164
BR003051031,2539203.95,968546.5,1223452.3,6181,410.807951788,156.697379065,197.937599094
ASN00032059,7871559.27,3193783.66,2432825.41437,19161,410.811506184,166.681470696,126.967559855
ASN00069108,11132392.57,4214285.5,2924102.71667,27098,410.819712525,155.52016754,107.908432972
BR001642027,1187271.01,439413.12,371892.34,2890,410.820418685,152.046062284,128.682470588
IN024031200,8429662.79,3060064.74,3643462.41,20519,410.822300794,149.13322969,177.565300941
ASN00049099,4150181.37,1309998.95,774036.59,10102,410.827694516,129.677187686,76.6221134429
BR000345012,2542699.44,969914.89,1373128.07,6189,410.841725642,156.715929876,221.865902407
ASN00048055,9102614.16,3149234.1,1815904.08,22156,410.8419462,142.139109045,81.959924174
CBM00048991,3302350.99,1589755.65,843812.8,8038,410.842372481,197.780001244,104.977954715
ASN00040294,17164606.12,6478919.76,4517923.75661,41779,410.842914383,155.075989373,108.138628416
ASN00063234,18222476.69,6827141.56,4230886.11,44353,410.851051564,153.927390706,95.391204879
ASN00009827,15030184.47,5796646.93,2734375.66347,36583,410.851610584,158.451929311,74.7444349417
ASN00062033,16717366.29,6334167.55,4214777.06056,40689,410.857142962,155.672726044,103.585171927
RSM00023219,10915393.51,12708657.45,1905612.99,26567,410.862856551,478.362534347,71.7285726653
ASN00082121,15432585.5,5918523.93,3364729.78194,37561,410.867269242,157.570989324,89.5804100515
ASN00075021,6749510.38,2513057.87,1346018.65,16427,410.879063737,152.983373105,81.9394076825
ASN00036100,18056973.93,6761837.6,4104229.15333,43946,410.890045283,153.866964001,93.3925534368
ASN00061065,17137062.43,6472327.39,4083032.515,41707,410.891755101,155.185637663,97.8980150814
IN003060400,6287508.87,2376396.9,3158930.19,15302,410.894580447,155.299758202,206.439039995
BR000358003,2296931.7,870348.23,1242754.49,5590,410.900125224,155.697357782,222.317440072
ASN00036106,16728329.06,6337048.02,4872172.55028,40711,410.904400776,155.659355457,119.67705412
ASN00094188,13461185.02,5173910.64,2775503.71223,32759,410.915626851,157.9386013,84.7249217688
BR000547005,2686598.92,1031540.72,1191057.26,6538,410.92060569,157.776188437,182.174557969
ASN00039112,6430090.51,2553087.43,2840758.25,15648,410.92091705,163.157427786,181.541299208
ASN00088080,17621701.08,6634572.53,3391328.6975,42883,410.925100389,154.713348646,79.0832893571
ASN00046046,8564511.43,3031610.58,1499594.99,20842,410.925603589,145.456797812,71.9506280587
BR001262000,2177140.32,849490.88,1071213.0,5298,410.936262741,160.341804455,202.19195923
CA008502799,613538.53,586760.71,101875.08,1493,410.943422639,393.007843269,68.2351507033
ASN00074261,11847507.35,4543971.4,2410904.6175,28830,410.943716615,157.612604925,83.6248566597
ASN00045018,14786734.76,5707611.38,3108357.98,35982,410.948106275,158.624072592,86.3864704575
ASN00074256,18736698.31,7041182.97,3733196.5925,45593,410.955592087,154.435614458,81.8809157656
ASN00036040,11476847.87,4487275.42,2898102.3225,27927,410.958852365,160.678748881,103.774208562
ASN00049063,19169331.63,7135357.43,3576093.7675,46644,410.97100656,152.974818412,76.6678193873
BR00D1-0270,2034318.47,776633.47,1012159.31,4950,410.973428283,156.895650505,204.476628283
ASN00015523,8249681.49,3324689.11,1818856.57,20072,411.00445845,165.638158131,90.6166087086
ASN00018107,17247392.88,6493118.52,3351419.52,41964,411.004501001,154.730686303,79.8641578496
USC00032976,10356953.19,4188329.39,4225001.85,25199,411.006515735,166.210142863,167.665456963
ASN00060104,11135439.16,4357430.23,3450068.12346,27093,411.007978445,160.8323268,127.341679528
USC00060128,6052699.96,2438252.61,2393713.88,14726,411.021320114,165.57467133,162.5501752
ASN00084054,16026143.77,6042277.81,3728792.35806,38990,411.032156194,154.969936137,95.6345821507
ASN00059024,15316800.4,5878522.74,7774367.81063,37264,411.034789609,157.753401138,208.62944962
ASN00027031,4799263.24,1961208.7,3856653.73,11676,411.036591298,167.969227475,330.306074854
BR008166000,2889597.71,1121924.48,2115358.5,7030,411.038081081,159.590964438,300.904480797
ASN00044057,18027099.04,6805081.96,3445459.35465,43857,411.04268509,155.165240669,78.5612183837
ASN00058152,17414334.05,6544124.15,7853864.7875,42366,411.045037294,154.466415286,185.381314911
BR000344013,2271049.97,862721.36,1034137.7,5525,411.049768326,156.148662443,187.174244344
BR002044052,6257505.04,2483523.52,2694751.85,15223,411.055970571,163.14284438,177.018449057
ASN00062099,17619342.47,6609910.26,4026253.27639,42863,411.061812519,154.210164011,93.9330722625
ASN00047058,7077318.62,2870460.68,1349227.24,17217,411.065726898,166.722465006,78.3659894291
ASN00046052,7931390.75,3213411.03,1592431.03,19294,411.080685705,166.549757956,82.5350383539
ASN00037057,9779386.56,3815077.64,2492353.95,23789,411.088593888,160.371501114,104.769176931
ASN00035052,16427130.94,6124774.06,4587233.5575,39960,411.089362863,153.272624124,114.795634572
ASN00043001,16550594.99,6268337.62,3472432.88826,40260,411.092771734,155.69641381,86.250195933
ASN00087160,14034068.82,5227066.44,2698625.865,34138,411.098155135,153.115778312,79.0504969535
ASN00069089,12642965.27,4825670.03,4427458.5825,30754,411.099865709,156.911947389,143.963665946
ASN00048159,1900137.07,584884.42,335875.21,4622,411.10711164,126.543578537,72.6688035482
ASN00084120,9275465.84,3759383.47,2953105.5775,22562,411.110089531,166.624566528,130.888466337
ASN00061290,10768294.32,4343483.39,3007833.89503,26193,411.113439469,165.826113465,114.833501127
BR000749001,1654754.55,640393.13,1013462.33,4025,411.119142857,159.10388323,251.79188323
ASN00042003,11193956.34,4498038.9,2616842.75256,27228,411.119301454,165.199019392,96.1085188982
ASN00055266,17366181.37,6547242.33,3741029.88667,42241,411.121454748,154.997332686,88.5639517688
BR000745005,2256709.47,859193.24,966920.14,5489,411.133078885,156.530012753,176.155973766
ASN00031042,16374286.05,6226040.33,5798181.35519,39827,411.135311472,156.327123057,145.584185482
ASN00030007,17728612.54,6685413.84,4422570.365,43121,411.136396187,155.038469423,102.561869275
USC00030872,2306072.15,923825.8,1096089.75,5609,411.13784097,164.704189695,195.416250669
ASN00045011,15087751.98,5786420.27,3054047.97,36697,411.144016677,157.681016704,83.2233689402
ASN00070228,17833094.57,6693105.69,5751249.495,43373,411.156585203,154.315027552,132.59976241
ASN00044041,17855789.42,6724803.99,3904050.7575,43428,411.158455835,154.849497789,89.8970884568
BR000967004,2215737.66,871852.48,1231989.84,5389,411.159335684,161.783722397,228.611957692
ASN00085069,17238647.99,6492090.82,3965660.59722,41926,411.168439393,154.846415589,94.5871439494
BR00D1-0020,1925934.9,765040.44,813124.47,4684,411.173121264,163.3305807,173.596172075
USC00031960,3790214.64,1540470.07,1682864.95,9218,411.175378607,167.115433934,182.562914949
BR000946003,2297238.52,912264.71,1141445.47,5587,411.175679255,163.283463397,204.303824951
ASN00048139,2166119.96,746257.29,408010.95,5268,411.184502658,141.658559226,77.4508257403
ASN00038040,7521826.01,3050630.2,1604822.29,18293,411.186027989,166.764893675,87.7287645547
USW00025515,1074031.47,460024.58,203949.59,2612,411.191221286,176.11967075,78.0817725881
ASN00049010,11788963.51,4173164.7,2251534.71,28670,411.195099756,145.558587374,78.5327767701
RQC00665911,7695724.3,3134305.24,6319652.93,18715,411.206214267,167.475567192,337.678489447
BR001647008,3195078.26,1284494.58,1372420.0,7770,411.206983269,165.314617761,176.630630631
BR008154000,2576677.98,1005670.54,1401548.58,6266,411.215764443,160.496415576,223.675164379
ASN00005093,8509424.5,3367005.15,1703258.8325,20693,411.222369884,162.712277099,82.3108699802
ASN00030102,14558200.03,5664745.28,3811348.02,35402,411.225355347,160.012012881,107.659115869
ASN00036127,15518612.75,5973076.99,3319977.26481,37736,411.241592909,158.285907091,87.9790456014
ASN00050050,14324484.7,5273260.9,2910046.01,34832,411.244967271,151.391275264,83.5451886197
ASN00076095,4055296.97,1466234.48,677172.75,9861,411.246016631,148.690242369,68.6718132035
UY000001312,1084873.64,402613.78,449693.44,2638,411.24853677,152.620841547,170.467566338
BR000348001,2363861.64,902061.88,1366383.66,5748,411.249415449,156.934913013,237.714624217
ASN00051137,5236953.37,1682018.37,1141368.09,12734,411.257528663,132.088767866,89.6315446835
ASN00076058,12126075.49,4672853.57,2165303.9,29485,411.262522978,158.482400203,73.4374732915
USC00317252,8990243.14,3643799.2,2964967.54549,21860,411.264553522,166.687978042,135.63437994
ASN00027052,2389480.4,781756.47,1000735.48,5810,411.270292599,134.553609294,172.243628227
ASN00055219,5933023.21,1936493.94,1294269.6,14426,411.272924581,134.236374601,89.7178427839
TSE00147771,2542082.9,901017.37,497334.61,6181,411.273725934,145.77210322,80.4618362724
ASN00046093,10005954.26,4049659.28,2012034.66,24329,411.276840807,166.453996465,82.7010834806
ASN00046074,1101011.75,355757.47,189264.21,2677,411.285674262,132.894086664,70.7001158013
PA000086086,1797336.58,762763.48,683868.45,4370,411.28983524,174.545418764,156.491636156
ASN00055072,16541685.1,6278887.01,3878747.59,40219,411.290313036,156.117432308,96.4406770432
ASN00091059,5968373.56,2144840.13,1280889.275,14511,411.299949004,147.807878851,88.2702277583
USC00416477,9498731.19,3848552.82,2275773.68139,23094,411.307317485,166.647303196,98.5439370135
RQC00660040,7916475.79,3207798.17,5815100.38,19247,411.309595781,166.664839715,302.130221853
ASN00046105,1064061.35,332344.72,190465.0,2587,411.310919985,128.46722845,73.6238886741
ASN00061321,7008108.69,2849413.8,1674858.5675,17038,411.322261416,167.238748679,98.3013597547
ASN00036017,16760980.71,6352962.63,4003117.59194,40749,411.322503865,155.904749319,98.2384252851
ASN00077046,15178559.71,5564416.56,2647182.79229,36901,411.331934365,150.793110214,71.7374269611
ASN00048039,17422126.79,6552737.7,3801197.03,42355,411.335775941,154.709897297,89.7461227718
ASN00032098,13491282.23,5293001.99,4337821.25931,32798,411.344662175,161.381852247,132.258712705
USC00035354,10382047.52,4198789.73,4536003.66,25239,411.349400531,166.361176354,179.722004041
ASN00049006,8800096.63,3079749.44,1600788.28,21393,411.354023746,143.960615154,74.8276669939
USC00033600,9055568.14,3662141.13,3544645.71,22014,411.354962297,166.355098119,161.017793677
ASN00070165,15860623.97,6001491.98,3979321.055,38557,411.355239516,155.652462069,103.206189667
BR001160000,2622888.31,1035145.87,1484008.76,6376,411.368931932,162.350356023,232.749178168
ASN00035189,17115067.61,6467710.83,4192640.79002,41605,411.370450907,155.455133518,100.772522293
UZM00038711,9124446.28,3652642.2,1709931.89,22180,411.381707845,164.681794409,77.0934125338
ASN00004011,9309695.77,3470324.02,1926337.57,22630,411.387351745,153.350597437,85.1231802916
ASN00017050,4800113.56,1559333.55,769324.03,11668,411.391288996,133.64188807,65.9345243401
BR000555000,2615391.64,1012875.82,1701405.6,6357,411.419166273,159.332361177,267.642850401
USC00413344,3531634.32,1379357.7,1094666.65,8584,411.420587139,160.689387232,127.524073858
ASN00055028,16823219.99,6331258.12,4198397.2975,40890,411.426265346,154.836344338,102.675404683
ASN00052056,10802551.18,4345383.15,2500980.30497,26256,411.431717703,165.500577011,95.2536679225
ASN00012280,10100671.79,3881829.76,1826346.71639,24550,411.43265947,158.119338493,74.3929416044
USC00273024,10894179.86,4351893.11,3469477.12,26478,411.442701866,164.35883035,131.032446559
ASN00070337,16692937.41,6311725.95,3361572.27802,40571,411.44998669,155.572353405,82.856529985
USC00068065,7641490.21,3135541.94,3054423.44,18572,411.452197394,168.831678871,164.463894034
ASN00069100,15253863.09,5783953.06,6389021.0675,37073,411.454780838,156.01524182,172.336230343
ASN00057114,10070080.21,4070497.93,4321555.1675,24474,411.460333824,166.319274741,176.577395093
ASN00051090,4010231.72,1300489.2,776849.0,9746,411.47462754,133.43825159,79.7095218551
ASN00034092,2943691.44,1134139.57,880903.6,7154,411.474900755,158.532229522,123.134414314
ASN00053090,10514561.02,3827262.07,2534140.98389,25553,411.48049231,149.777406567,99.1719556956
RQC00660053,7651119.68,3095604.63,5034962.28,18594,411.483256965,166.484060987,270.784246531
ASN00017030,9500352.48,3767583.61,1839574.54,23088,411.484428274,163.183628292,79.6766519404
ASN00015532,10470227.11,4232543.76,2003188.51056,25445,411.484657497,166.340882688,78.7262138163
ASN00039134,14733350.06,5698650.43,4898597.225,35805,411.488620584,159.157950845,136.81321673
ASN00059057,10628904.43,4165205.14,5514464.28301,25829,411.510489372,161.260797553,213.498946262
ASN00054009,3252599.73,1105435.01,883762.5,7904,411.513123735,139.857668269,111.812057186
ASN00099000,12908030.06,4959619.24,2830997.23,31367,411.516245098,158.115830012,90.2540003826
ASN00029048,12253075.54,4888854.69,5383233.36,29775,411.522268346,164.193272544,180.797090176
ASN00004071,8742932.8,3504588.14,2567929.69,21245,411.528962109,164.960609084,120.872190633
ASN00087106,10004425.2,3944773.95,2385933.51722,24310,411.535384615,162.26959893,98.1461751223
ASN00031063,11653295.48,4534788.54,10462232.255,28316,411.544550078,160.149333945,369.481291673
ASN00015565,3713433.67,1472825.03,921701.57,9023,411.551997118,163.230082013,102.150234955
USC00031750,9549306.15,3862607.48,4409262.99,23203,411.554805413,166.470175408,190.029866397
ASN00064036,5135210.69,1664725.78,1223714.83,12477,411.574151639,133.423561754,98.0776492747
BR002253016,1916740.65,729120.89,775925.78,4657,411.582703457,156.564502899,166.614940949
ASN00035116,13513915.56,5337423.23,3277300.89611,32834,411.582979838,162.557812938,99.8142442624
BR000448000,2647779.51,1027420.36,1728850.84,6433,411.593270636,159.710921809,268.747215918
ASN00077033,12095177.26,4814538.52,2304227.0,29386,411.596585449,163.83783162,78.4124072688
ASN00055029,16924469.18,6400465.37,3741828.78812,41119,411.597295168,155.657126146,90.9999948471
BR001540020,751200.09,276262.45,261637.53,1825,411.616487671,151.376684932,143.363030137
ASN00014073,6635743.47,2676442.27,2458547.89,16121,411.621082439,166.022099746,152.505917127
