station,DIFF_TMAX,DIFF_TMIN,DIFF_PRCP,NRECORDS,TMAX,TMIN,PRCP
USC00417184,5588833.56637,3262763.80635,3968902.71514,37495,149.055435828,87.0186373209,105.851519273
USC00296900,5106241.97,4047192.01,2481216.89618,34253,149.074299185,118.155840656,72.4379440102
CA006025203,4824422.49,8852945.54,3001855.11,32353,149.118242203,273.636000989,92.7844437919
CA007055675,2491274.5599,3422819.58787,1535704.1898,16705,149.133466621,204.897910079,91.930810524
ASN00097090,25950.79,5603.18,15054.38,174,149.142471264,32.202183908,86.5194252874
CA008300452,368688.05,337683.32,241073.94,2472,149.145651294,136.60328479,97.5218203883
CA001184GJ6,31922.54,46467.31,19550.02,214,149.170747664,217.136962617,91.3552336449
RSM00034009,6103677.16,4097671.88,3275922.57,40906,149.21227106,100.17288124,80.0841580697
CA00301C3D4,1514934.6,2277631.51,832424.77,10151,149.239936952,224.375087184,82.004213378
ASN00009516,5556459.525,3867035.6025,3344554.80203,37220,149.286929742,103.896711513,89.8590758203
CA008205950,473294.8075,415434.0675,327049.07,3170,149.304355678,131.051756309,103.170053628
KRW00060502,16573.13,23468.42,9649.46,111,149.307477477,211.427207207,86.9320720721
CA003073535,24785.2,36486.86,8869.4,166,149.308433735,219.800361446,53.4301204819
ASN00076127,17922.92,3972.73,1928.32,120,149.357666667,33.1060833333,16.0693333333
UZM00038178,2679236.75,1916417.56,1306949.31,17937,149.369278586,106.841587779,72.8633166081
CA001084349,137318.84,276940.85,57819.68,919,149.422023939,301.350217628,62.9158650707
CA004050037,2440733.0725,3634766.39,1262437.395,16330,149.463139773,222.582142682,77.307862523
BOM00026850,5701368.51,3757881.44,3104024.9,38109,149.606877903,98.6087653835,81.4512293684
USC00333722,2408404.2525,1653211.86,1700617.935,16091,149.673994935,102.74139954,105.68752315
CA007062368,1424813.43,2841003.17,913915.96,9517,149.712454555,298.518773773,96.0298371336
CA001039040,892287.2025,475996.7875,2267217.31,5960,149.712617869,79.865232802,380.405588926
TUM00017280,2528854.82,1203048.07,1884035.03,16885,149.769311223,71.2495155463,111.580398579
CA006158875,5086888.71583,3967145.51139,3144620.40104,33963,149.777367012,116.807864776,92.5895945895
UZM00038618,6627605.79,2163462.67,3056078.59,44218,149.884793297,48.9271941291,69.1139036139
GM000010962,9161060.26,5189089.15,4496004.57,61111,149.908531361,84.9125222955,73.5711176384
CA003015523,4957245.9275,8977875.49,2635398.0375,33064,149.92880255,271.53022895,79.7059653248
CA007052820,1753269.75,2044418.45,1293749.82,11686,150.031640424,174.9459567,110.709380455
USW00022536,3219546.4925,3082255.985,3691081.94,21455,150.060428455,143.661430203,172.038309951
CA001083157,138359.47,251245.36,92186.38,922,150.064501085,272.500390456,99.9852277657
CA003073071,24912.0,40559.67,10056.96,166,150.072289157,244.335361446,60.5840963855
CA003022136,3761224.81694,5189809.72778,1960017.15528,25062,150.076802208,207.078833604,78.206733512
USR0000MBSM,1293182.5575,1341352.96556,620225.24,8616,150.090826079,155.681634814,71.9852878366
FIE00144212,2887477.03,3105453.39,1422479.74,19234,150.123584798,161.456451596,73.9565217843
USC00020810,4682652.5325,3232421.51,2529480.04278,31181,150.176470687,103.666383695,81.1224798043
CA003022500,336598.76,475637.86,196845.0,2241,150.200249888,212.243578759,87.8380187416
CA006055302,1137554.07,1873484.26,937559.79,7572,150.231652139,247.422643951,123.819306656
TX000038895,6435648.69,1700158.93,2972341.72,42833,150.249776808,39.6927352742,69.3937319357
USC00205406,1980018.6225,1453369.515,1406780.27778,13175,150.286043454,110.31267666,106.776491672
CA008200579,395418.41,328064.52,362287.84,2631,150.292060053,124.691949829,137.699673128
CA001187861,279486.37,403679.64,214559.62,1859,150.342318451,217.148811189,115.416686391
CA006059409,796721.03,1305516.39,569374.95,5299,150.353091149,246.370332138,107.449509341
USW00022525,1016024.03099,488809.525492,578479.4175,6757,150.366143406,72.3412054894,85.6118717626
USR0000OSPA,1652290.13083,1803789.55382,996829.848889,10987,150.38592253,164.174893403,90.7281194948
CA008103706,402001.13,680405.44,329542.17,2673,150.393239805,254.547489712,123.285510662
USC00321442,5358389.85111,7363075.76153,2795263.32867,35625,150.410943189,206.682828394,78.4635320329
MX000029030,2392163.7,811534.4,1532300.62,15893,150.516812433,51.062379664,96.413554395
USR0000OTRO,1634685.80741,1084602.74978,1764040.605,10860,150.52355501,99.8713397586,162.434678177
USC00218421,595246.21,954777.05,348869.31,3954,150.542794638,241.471181082,88.2319954476
CA005012965,4505435.9475,6436455.2475,2538541.91472,29924,150.562623563,215.093411559,84.8329740249
USC00120328,1403545.62,927922.86,1086553.68,9321,150.578867074,99.5518570969,116.570505311
CA001166659,1637995.89,1996671.78,788958.1,10876,150.606462854,183.585121368,72.5412008091
KZ000035229,5366942.48,7160178.36,2525142.99,35635,150.608740845,200.931061035,70.8613158412
CA004040120,3258075.84,5471340.61,1648108.05,21629,150.634603542,252.963179527,76.1989944057
US1WIWD0006,3012.85,935.63,1459.65,20,150.6425,46.7815,72.9825
CA003011136,5100708.245,8953390.5475,2648771.0475,33859,150.645566762,264.431629626,78.2294529519
USC00299851,3643219.64,2078933.43,2005793.78,24170,150.733125362,86.0129677286,82.9869168391
USC00417431,3241424.9675,795200.8775,1848110.94069,21494,150.806037383,36.9964119056,85.9826435607
RSM00031845,3791412.27,10003954.64,2519772.04,25140,150.811943914,397.929778839,100.229595863
CA003065723,1173453.77,1466747.65,735705.775,7779,150.848922741,188.552211081,94.5758805759
AG000060680,3773011.5,988072.71,1772988.1,25009,150.866148187,39.5086852733,70.8940021592
FRW00034065,530515.71,289010.16,258273.58,3516,150.886151877,82.1985665529,73.4566496018
CA006113329,2878803.0175,2550145.0675,1809877.09569,19077,150.9043884,133.676420166,94.8722071444
CA004010150,1734929.69,2577908.36,994177.02,11491,150.981610826,224.341515969,86.5178853015
CA007051240,5034794.835,8174367.7625,3087315.3275,33347,150.981942454,245.130529358,92.5815014094
USC00335939,1433309.0,882462.79,1095273.57,9492,151.001790982,92.9691097767,115.389124526
USR0000CERN,1233863.17,873024.24,546340.78,8171,151.005160935,106.844234488,66.8633924856
CA004022368,1774766.67,2656801.91,979742.26,11750,151.043971915,226.110800851,83.38232
CA00305MNKM,421129.77,672602.59,254533.58,2788,151.050850072,241.249135581,91.2961190818
FIE00143631,2749135.49187,3046254.03909,1352403.58077,18199,151.059700636,167.385792576,74.3119721286
CA001093165,31730.04,10660.03,14024.53,210,151.095428571,50.762047619,66.7834761905
CA008201602,5545998.51,3301963.5375,4210314.0475,36692,151.150073858,89.9913751635,114.747466682
USC00080540,3154134.7475,1544571.54,4017398.805,20865,151.168691469,74.0269130122,192.542478073
CA004025860,1943576.69,3083488.715,1039351.295,12857,151.168755542,239.829564828,80.8393322704
LYE00147745,3206571.85,1363876.62,1794116.11,21208,151.196333931,64.3095350811,84.5961953037
MX000010027,3497682.39,887281.98,2054163.54,23132,151.205360107,38.3573396161,88.8018130728
USC00166675,6347077.07884,2684007.51968,6910793.33276,41946,151.315431241,63.987210215,164.754525646
USC00368190,4167562.95972,3060455.89417,2989600.09361,27533,151.366104664,111.155918141,108.582431759
USC00408414,4624943.90887,2369909.55588,4290738.92738,30551,151.384370687,77.5722416904,140.445122169
USS0009S01S,1657448.41326,2146549.05625,915517.186944,10946,151.420465308,196.10351327,83.639428736
CA003074743,371153.16,916600.65,157526.34,2451,151.429277846,373.970073439,64.2702325581
US1NJMS0022,2120.37,547.14,2108.09,14,151.455,39.0814285714,150.577857143
USC00219101,3232027.385,4932974.5825,2035129.8125,21337,151.475248863,231.193447181,95.380316469
CA003083725,572152.9,1098203.89,268093.61,3777,151.483425999,290.760892243,70.9805692348
CA003073550,903692.81,896357.5,654061.72,5965,151.499213747,150.269488684,109.649911148
EG000624200,275501.54,77002.64,112606.68,1818,151.5410011,42.3556875688,61.9398679868
USS0007J05S,1292791.8975,2807158.46,730997.99,8530,151.558252931,329.092433763,85.6973024619
FIE00145087,451799.95,331466.95,201399.38,2981,151.559862462,111.193206978,67.5610130829
VMM00048808,1145026.27,860655.84,1339191.4,7554,151.578801959,113.933788721,177.28241991
CA003011854,500493.23,681133.04,291736.18,3299,151.710588057,206.466517126,88.4317005153
CA004050500,4445739.38,7381298.4975,2220144.755,29297,151.747256716,251.947247073,75.78061764
USC00024049,3028271.625,1392848.51,1709392.2025,19956,151.747425586,69.7959766486,85.6580578523
USC00504444,6161583.50995,6718253.17066,4371917.91094,40595,151.781832983,165.494597134,107.695970216
CA008100467,840284.9,790128.12,510918.97,5536,151.785567197,142.725455202,92.2902763728
CA003076060,945080.75,1843534.12,531035.62,6225,151.820200803,296.150059438,85.3069269076
KZ000035746,5546069.53,5021761.34,2485415.55,36529,151.826481152,137.473277122,68.0395179173
CHM00051087,2888447.84,6100308.7,1349469.89,19018,151.879684509,320.764996319,70.9575081502
USC00431705,358445.07,486108.69,268274.48,2360,151.883504237,205.978258475,113.675627119
CA007056201,355990.82,459372.93,294944.09,2343,151.938036705,196.061856594,125.883094324
CA006051R65,146838.62,322634.5,130969.18,966,152.006853002,333.990165631,135.578861284
USC00517541,5766815.25996,3718339.09079,6768789.14632,37922,152.070440904,98.0522939401,178.492409322
USR0000OBUR,1671113.9039,1351305.60251,1460130.74146,10987,152.099199409,122.99131724,132.896217481
USC00017126,4073896.92,1944961.6425,4480647.91313,26771,152.17574689,72.6518113817,167.369463715
USC00453410,5960620.3625,5029987.07,4208448.53076,39134,152.313087405,128.532403281,107.539442192
CA008105100,1231898.24,1791908.08,856372.15,8087,152.330683814,221.578840114,105.894911586
GMM00010552,72518.16,49129.12,54691.74,476,152.34907563,103.212436975,114.898613445
CA001086550,1868951.98,2862128.79,964851.82,12261,152.430632085,233.433552728,78.6927509991
CHM00056954,3053566.81,594295.28,3304128.76,20025,152.487730836,29.6776669164,165.000187765
CA001185020,426569.94,651296.93,169230.52,2796,152.564356223,232.938816166,60.5259370529
USC00418944,5586382.79965,2181434.63347,5117797.50715,36611,152.58755018,59.5841313669,139.788520039
CA00605DJ25,767408.72,674753.03,321192.84,5029,152.596683237,134.172406045,63.8681328296
CA003016124,4826659.16,7348329.46,2506625.98,31621,152.640939882,232.387636697,79.2709269157
RSM00027333,4673609.32,4812790.67,2361958.69,30617,152.647526538,157.193411177,77.1453339648
CA006055754,603977.85,1160976.5,377746.04,3955,152.712477876,293.546523388,95.5110088496
CA001095000,446757.78,586511.28,201930.02,2925,152.737702564,200.516676923,69.0359042735
RSM00026059,3121228.66,2860130.68,1611153.27,20434,152.746826857,139.96920231,78.8466903201
CA001201086,541664.54,446346.62,442719.77,3544,152.83988149,125.944305869,124.92092833
TSE00147776,1614637.3,614390.83,670029.36,10564,152.843364256,58.1589199167,63.4257251041
USC00126338,6006034.08639,3584504.62056,4293126.11353,39290,152.86419156,91.231983216,109.267653691
USW00012841,6374191.41715,2945437.00493,6463889.80243,41696,152.87297144,70.6407570254,155.024218209
VMM00048840,1134549.11,1052851.43,1923578.96,7421,152.883588465,141.874603153,259.207513812
CA006072225,3705995.98,6552557.69,2204872.63,24239,152.893930443,270.331188993,90.9638446306
CA003036208,1299154.65,2016453.4,713505.54,8496,152.91368291,237.341501883,83.9813488701
USC00144910,7420637.13924,3259662.02438,5298286.66034,48524,152.927152321,67.1762844031,109.188992258
CA001051630,96808.02,63796.19,78791.91,633,152.935260664,100.783870458,124.473791469
TUM00017203,570967.07,358471.21,379429.84,3733,152.951264399,96.0276480043,101.642068042
CA001123721,4332805.5775,5256847.2575,2170165.4775,28323,152.978341895,185.603476238,76.6220201779
EGE00147730,2983631.52,1195702.67,1273799.17,19498,153.022439225,61.3243753205,65.3297348446
CA001087950,2720055.6,3483241.05,3074063.67,17774,153.035647575,195.973953528,172.952833915
CA001094785,223597.99,373054.46,93166.29,1461,153.044483231,255.341861739,63.7688501027
CA003064515,1015767.75,997379.21,779423.42,6634,153.115428098,150.343564968,117.48921013
CA00109A4NG,973143.61,1069928.2,417484.01,6355,153.130387097,168.360062943,65.6937859953
USC00487529,485565.98,584109.47,1043536.12,3170,153.175388013,184.261662461,329.191205047
USC00508400,2299381.335,1554818.1075,2340526.4575,15007,153.22058606,103.606190944,155.962314753
USC00174781,5258783.08083,6412225.20222,3565485.12667,34318,153.236875134,186.847287203,103.895481283
CA007040MLR,3666358.69045,5277360.36249,2116286.96749,23915,153.307910953,220.671560213,88.4920329285
RSM00022802,3570569.37,3942262.2,1843600.18,23290,153.309118506,169.268449979,79.1584448261
CA007052960,3328451.91,2226386.75,2108253.16,21700,153.384880645,102.598467742,97.1545235023
CA006034073,18867.54,18028.2,7480.88,123,153.394634146,146.570731707,60.8201626016
TS000060765,4164249.01,1775009.31,2228226.14,27146,153.401938039,65.3875086569,82.0830376483
CA003031670,648472.54,735695.42,335709.515,4227,153.412003785,174.046704519,79.4202779749
CA001090660,6560415.81,9665213.5,3630955.83,42757,153.434895105,226.049851486,84.9207341488
USC00412361,6216812.68876,1885923.04144,3657945.59983,40498,153.509128568,46.5683006923,90.3241048899
RSM00034357,2773847.53,2000557.77,1392727.93,18066,153.539661796,110.736066091,77.0911064984
TUM00017300,2608945.41,1257235.16,3478513.95,16991,153.54866753,73.9941828027,204.726852451
USW00022515,712343.09,545410.12,439726.19,4637,153.621541945,117.621332758,94.8298878585
CA003035340,2638759.67,3416479.68,1311685.2,17176,153.630628202,198.910088496,76.3673265021
USW00094626,594081.19,669075.26,490169.13,3866,153.668181583,173.066544232,126.789738748
CA007053140,2297358.27,2889616.2,1544533.42,14942,153.751724669,193.388850221,103.368586535
SAM00040360,1319730.3,410885.21,607864.32,8577,153.868520462,47.9054692783,70.8714375656
CA006044298,566524.42,805231.86,309306.12,3681,153.905031242,218.753561532,84.0277424613
CA005032360,1612437.09,2687027.39,1001993.62,10476,153.917247995,256.493641657,95.6465845743
CA003070230,748421.7,717837.96,471897.28,4862,153.932887701,147.64252571,97.0582640889
ASN00018115,2824213.52,1814614.2,1362846.28,18347,153.933259934,98.9052270126,74.2816961901
CA008104928,1317999.49,1961725.01,890079.55,8562,153.935936697,229.119949778,103.95696683
USC00085705,4635388.27222,1769150.20694,4784252.12875,30109,153.953577742,58.7581854909,158.897742494
USW00094899,574823.66,478262.0,275436.51,3732,154.025632369,128.151661308,73.8039951768
BDM00078016,3461803.84,2838550.93,3374615.49,22465,154.097655909,126.354370354,150.216580904
CA003032624,1229327.07,1931350.04,706989.6,7977,154.108946973,242.114835151,88.6285069575
CA003072910,407244.31,779092.32,182740.71,2642,154.142433762,294.887327782,69.1675662377
MX000008044,3497424.1,467347.53,1864337.44,22686,154.166626995,20.6007021952,82.1800863969
CA004012400,5146600.48,7729707.13,2627229.68,33382,154.172921934,231.553146306,78.7019855012
CHM00059855,3200713.25,2939559.62,7674573.74,20756,154.206651089,141.624572172,369.752059164
ASN00097067,1158155.02,718635.47,915355.36,7503,154.358925763,95.7797507664,121.998581901
FRM00007168,1865069.6,1051070.5,917073.37,12078,154.418744825,87.0235552244,75.9292407683
USC00051928,5492413.96,6605595.815,4880773.4425,35568,154.420095592,185.717381213,137.223724767
KZ000036665,3949136.8,5083988.11,1902332.17,25568,154.456226533,198.841837844,74.4028539581
TSE00147773,4161592.82,1341516.92,2158410.81,26942,154.464880855,49.7927741073,80.1132362111
CA001167276,3615851.39,2638379.6275,1811496.96361,23401,154.516960386,112.746447908,77.411091988
CA006113665,6412935.455,6827640.48,3838643.5225,41496,154.543460936,164.537316368,92.5063505519
USW00012919,4826188.02,2938819.55,4144109.32,31224,154.566616065,94.1205338842,132.72192288
USC00129300,4846431.3325,2736265.23,3567535.01,31346,154.610838145,87.2923253366,113.811491418
MX000005016,2014964.64,459042.42,1111187.32,13032,154.616685083,35.2242495396,85.2660620012
CA003053587,28301.86,38596.46,32140.98,183,154.654972678,210.909617486,175.633770492
CHM00050963,3210074.35,6113777.0,1919183.36,20756,154.657658027,294.554682983,92.464027751
RSM00027008,2986141.78,3699547.95,1502059.47,19299,154.730389139,191.696354733,77.8309482357
CA006022300,2377593.76,4490496.7,1344121.19,15365,154.740889034,292.254910511,87.4794136023
CA00707DBDD,5484179.80468,10000759.3118,2839335.84804,35437,154.758580147,282.212357475,80.123482463
CA003012216,7242820.14063,10526452.4812,3576001.02173,46799,154.764421048,224.929004492,76.4119109752
CA001161104,2045056.1325,3496248.7475,1098154.8525,13213,154.776063914,264.606731817,83.111697003
CA003073070,1148961.15,976755.38,827663.8,7421,154.825650182,131.620452769,111.529955532
USR0000WDEE,1224860.16,1428149.4575,596825.36,7909,154.869156657,180.572696611,75.4615450752
CA003066018,1180334.8825,2341881.115,696428.025,7619,154.919921578,307.37381743,91.4067495734
CA008204909,2271645.84,1355502.13,1209163.04,14661,154.944808676,92.4563215333,82.474799809
CA003026080,2286212.44,4472213.46,1155116.64,14753,154.965935064,303.1392571,78.297067715
DAM00006030,2207397.93,1606511.09,1345141.95,14243,154.981249035,112.793027452,94.4423190339
CA004015160,4844026.48,7674872.91,2490680.46,31255,154.984049912,245.556644057,79.6890244761
ASN00099022,220347.34,156994.13,113425.69,1421,155.064982407,110.481442646,79.8210344828
USC00171430,3044057.10083,4718756.18333,1922582.70472,19628,155.087482211,240.409424462,97.9510242879
USC00089430,2151401.01,727399.24,2697928.7,13869,155.123008869,52.4478506021,194.529432547
CA001062251,803670.31,290637.89,642307.45,5180,155.148708494,56.1077007722,123.99757722
RSM00028802,4086138.64,4711227.28,2025973.17,26334,155.165893522,178.902835878,76.9337423103
CA004050768,447539.16,618335.35,298453.61,2884,155.18001387,214.401993759,103.485995146
CA004031585,2443098.09,3277815.76,1189245.875,15742,155.196168848,208.221049422,75.5460471986
ASN00069147,2215646.3225,1816088.065,1987038.4925,14276,155.200779105,127.212669165,139.187341867
USR0000NLON,1657496.30805,1587939.13121,885807.425556,10679,155.210816374,148.697362226,82.9485369
RSM00028825,4123027.12,5761069.26,2068819.77,26558,155.246145041,216.924062806,77.898176444
CA003055754,531136.8,1029230.56,250162.04,3421,155.257760889,300.85663841,73.1254136217
USS0021D08S,1705969.69016,1282203.33705,1393042.36111,10987,155.271656518,116.701860112,126.790057442
USC00083153,6085900.06363,3213685.06688,5100367.31627,39191,155.288205548,82.0005885759,130.141290507
CA006131388,3501064.93,1988779.33,1946995.77,22545,155.292301175,88.2137649146,86.3604244844
CA003040223,2134244.57,4159772.72,1054798.09,13736,155.375987915,302.837268492,76.7907753349
CA007077570,3204419.3775,5512530.2525,1821216.8575,20621,155.395925392,267.326039111,88.3185518404
CA006101260,2959119.98139,2644165.67056,1833681.29694,19027,155.522151752,138.969131789,96.3725914198
CA003072320,1474422.13,3057779.36,738396.84,9480,155.529760549,322.550565401,77.8899620253
USC00086634,6595137.48762,3068884.50874,5036020.55105,42402,155.538358748,72.3759376619,118.768467314
USC00414570,3422683.43,1210806.78,2294214.18,22004,155.548238048,55.0266669696,104.263505726
CA006132090,2035666.57,1352711.2,1358112.81,13087,155.548756017,103.362970887,103.775717124
USR0000HMLK,3187652.0775,2495401.64472,2552347.37,20482,155.631875671,121.833885593,124.614167074
RSM00028704,4077524.9,5506679.63,2042069.86,26190,155.690145094,210.258863307,77.9713577701
USR0000OTIL,1795272.13666,1230131.69972,2445166.22,11526,155.758470993,106.726678789,212.143520736
USC00055236,1168664.51,1054119.31,569301.73,7501,155.801161179,140.530503933,75.896777763
CA001022795,484500.88,208031.49,720227.08,3109,155.838173046,66.9126696687,231.658758443
CA003061674,1048421.45,2710573.36,491587.79,6726,155.875921796,402.99931014,73.0876880761
USC00415915,5107240.85618,1757925.26021,4477696.41639,32758,155.908201239,53.663998419,136.690164735
TUM00017220,615540.97,369326.53,470994.26,3948,155.912099797,93.5477532928,119.299457953
USC00410779,2773328.96,969654.43,1849938.5875,17785,155.936404836,54.5209125668,104.016788726
CA007042840,3229027.22278,3945570.62667,2112794.17917,20699,155.999189467,190.616485176,102.072282679
USC00291901,6501455.9925,2876803.85167,2991909.64458,41653,156.086140074,69.0659460703,71.8293915104
FIE00145102,2527711.31,3092809.38,1177398.4,16191,156.118294732,191.020281638,72.7193131987
MX000011036,2923461.93,538598.95,1962745.18,18721,156.159496288,28.7697745847,104.841898403
CA001186540,266540.06,529982.95,104477.03,1706,156.236846424,310.658235639,61.2409320047
CA007056200,2179595.94,2564065.87,1247492.06,13950,156.243436559,183.804005018,89.4259541219
CA007066080,4090394.595,5253455.24,2608062.9375,26176,156.265074687,200.697403729,99.6356562309
CHM00056046,3015923.0,6497318.47,1476242.86,19292,156.330240514,336.788226726,76.5209859009
EGM00062318,2473306.11,1257341.03,1256236.5,15817,156.370115066,79.4930157426,79.423183916
CA003012990,1661003.52,2828154.9,927841.79,10621,156.388618774,266.279531118,87.3591742774
CA004052230,1460220.64,2119550.42,752255.71,9332,156.474564938,227.127134591,80.6103418345
USC00099519,166502.03,63837.62,153707.98,1064,156.486870301,59.9977631579,144.462387218
CA003064810,395881.94,946620.97,165769.74,2529,156.53694741,374.306433373,65.547544484
CA004055722,5334913.63889,8352534.38333,2529420.18056,34080,156.54089316,245.086102797,74.2200757205
CA008204500,4790098.28639,3156919.28667,3429777.27333,30598,156.549391672,103.174040351,112.091550864
CA003014760,1903164.4,3427076.72,968235.43,12156,156.561730833,281.924705495,79.6508251069
CA001130975,797596.76,818455.42,438680.27,5092,156.637227023,160.733586017,86.1508778476
CA003013247,1271453.1,1662120.44,656467.07,8116,156.660066535,204.795519961,80.8855433711
CA001184716,167481.0,236386.01,84817.85,1069,156.670720299,221.128166511,79.343171188
CA005010640,4862455.04,6927008.24,2742978.925,31034,156.681544113,223.207070954,88.3862513695
USW00013857,1728244.805,934933.5,1595379.3725,11030,156.685839075,84.7627833182,144.640015639
RSM00027277,2761278.39,3300527.78,1391794.67,17617,156.739421581,187.349025373,79.0029329625
USC00419176,5882765.17,2765187.25,3463087.82667,37532,156.739986412,73.6754569434,92.2702714128
USC00438172,534956.67,994897.78,365462.11,3413,156.740893642,291.502426018,107.079434515
CA003014870,687086.63,947774.69,264090.37,4383,156.761722564,216.238806753,60.2533356149
ASN00011053,326655.43,277141.37,137260.6,2083,156.819697552,133.049145463,65.895631301
USC00081056,6691985.41426,2847964.33215,4941023.1575,42670,156.831155713,66.7439496637,115.796183677
VMW00041047,46117.04,35078.25,122819.53,294,156.860680272,119.31377551,417.753503401
CA003031524,866537.58,1347190.42,484003.41,5523,156.896175991,243.923668296,87.6341499185
CA003015K2K,148302.07,266537.05,91820.67,945,156.933407407,282.04978836,97.1647301587
AGM00060566,2039470.68,720162.05,1139821.54,12989,157.015219031,55.4439949188,87.7528323966
USW00012852,4085977.04738,4075405.26972,3329985.59933,26016,157.056313322,156.649956555,127.99760145
CA001180881,454266.42,728848.95,214689.8,2892,157.076908714,252.022458506,74.2357538036
USC00412084,3186345.5475,1001495.61972,1765570.895,20282,157.10213724,49.3785435224,87.051123903
CA00303F0PP,1394847.64,2263055.4775,696052.77,8877,157.130521573,254.934716402,78.4108110848
ET000063340,899142.21,334338.85,472784.76,5721,157.165217619,58.4406310086,82.6402307289
USC00225020,4116177.0075,1716208.375,3776263.83438,26180,157.22601251,65.5541778075,144.242316057
USR0000VNUL,298850.8,487813.24,82435.88,1900,157.289894737,256.743810526,43.3873052632
USC00415249,3529490.53,2038662.44,2284714.825,22439,157.29268372,90.8535335799,101.818923526
CA003044540,2250536.465,2894869.325,1057940.30222,14307,157.303170825,202.339367093,73.9456421488
CA006122848,7691660.31,4656542.8475,4314489.6,48896,157.306534481,95.233615173,88.2380890052
FR000007630,7014142.56,976346.01,3203684.69,44563,157.398347508,21.9093420551,71.8911359199
CA001182290,361305.45,659272.55,196834.7,2295,157.431568627,287.264727669,85.7667538126
CA00704DFLR,3874652.03,4542144.7825,2340286.31333,24609,157.448576943,184.572505283,95.0987977298
CA006062860,148160.3,301831.25,71711.15,941,157.449840595,320.755844846,76.2073857598
CA001181509,719252.3,1007713.17,397132.43,4568,157.454531524,220.602707968,86.9379225044
FIE00144552,2865575.8325,3240441.8975,1343516.62349,18199,157.457873097,178.056041403,73.8236509416
CA004022440,2106189.42,3406066.7,1146522.95,13370,157.53099626,254.754427823,85.7533994016
RQC00660061,2224279.81,811152.31,3640908.25,14118,157.549214478,57.4551855787,257.891220428
USC00418658,5821841.08306,1939376.39722,3973531.15734,36948,157.568503926,52.4893471155,107.543876728
MX000016030,2476021.14,420703.64,1761355.27,15706,157.648105183,26.7861734369,112.145375653
CA005020882,5060259.66972,7228074.54028,2798078.36556,32096,157.660134276,225.201724211,87.1784136826
CA004023060,2033075.78,2952516.6,1061763.2425,12893,157.68834096,229.001520205,82.3519151865
CA006079415,2950857.33,6225841.26,1570977.74,18712,157.698660218,332.719178068,83.9556295425
USC00031102,3476496.62,1611454.26,3882197.25,22045,157.700005443,73.0984014516,176.103300068
NZ000939870,2920704.85,1876271.72,1390494.89,18520,157.705445464,101.310568035,75.0807176026
ASN00091136,6534057.0925,4232297.9725,3889366.91425,41423,157.739832762,102.172657038,93.8938974544
CA006049466,1541481.67,2850910.61,929723.43,9771,157.760891413,291.772654795,95.1513079521
KZ000038232,3374035.4,2206111.37,1597228.86,21378,157.827458135,103.195405089,74.7136710637
USC00300981,5896828.11972,4927732.33472,3863197.96174,37346,157.897180949,131.948062302,103.443419958
CA001105192,4555249.06583,2170379.53,3708951.82278,28838,157.959950962,75.2610975102,128.61335123
ASN00010501,5884350.055,3790828.2225,2625395.90068,37248,157.977611013,101.772664908,70.484211251
CA007057024,3458358.57869,4995138.56615,1999843.93224,21885,158.024152556,228.244851092,91.379663342
CHM00056079,2153603.86,3529873.74,1180686.34,13628,158.027873496,259.016270913,86.636802172
CA003015346,1648432.06,3158743.2,786275.17,10431,158.032025693,302.822663215,75.3786952354
CA001108826,2287818.105,1240970.37,2761714.53121,14473,158.074905341,85.7438243626,190.818388117
RQC00660736,1790041.35,1149756.07,2104587.52,11323,158.088964939,101.54164709,185.868367041
RSM00026882,2909066.81,2334437.75,1475863.84,18400,158.101457065,126.871616848,80.2099913043
CA004031999,3672153.0875,5689718.465,1764793.06167,23221,158.139317321,245.024695965,75.9998734622
FIE00144447,2879257.15,3711794.98,1335367.09616,18199,158.209635145,203.955985494,73.3758501103
CA001182427,880491.79,1097550.96,468616.42,5565,158.219548967,197.223892183,84.207802336
USC00084262,6730030.10873,2719036.21391,5335048.26451,42527,158.253112346,63.9367040681,125.450849214
USW00023053,2076030.47,904393.58,1238063.33,13116,158.28228652,68.9534598963,94.3933615432
USC00516645,6002782.83869,4075769.57995,9281587.06921,37922,158.292886417,107.477706343,244.754682485
CA003076362,874637.98,849347.81,614488.99,5525,158.305516742,153.728110407,111.219726697
USR0000MBRA,1299769.33,920447.96,556793.71,8210,158.315387333,112.113028015,67.8189658952
USC00327408,5426568.31597,7361142.82449,2666723.50824,34274,158.329004959,214.773379952,77.8060193803
JAM00047927,2070960.5,1928323.97,4876413.35,13079,158.342419145,147.436651885,372.842981115
EIM00003955,2052470.84,1271554.64,1588527.25,12959,158.381884405,98.1213550428,122.581005479
USC00032962,3046495.07,1444399.63,3363020.01,19231,158.41584265,75.1078794654,174.874942021
FIE00143957,373151.77,461968.98,146431.25,2355,158.450857749,196.165171975,62.1788747346
CA003035422,2702157.8,3048627.96,1289453.085,17051,158.475033722,178.794672453,75.623311536
CA008204525,2404137.47,1887179.8,1614565.35,15165,158.531979558,124.44311243,106.466557864
NZ000093994,3966399.32,3364524.01,2708675.2,25012,158.57985447,134.516392532,108.295026387
USW00025709,3146700.84986,1780483.07187,2301875.30217,19838,158.619863387,89.7511378097,116.033637573
CA003015311,183563.33,264590.42,124742.81,1157,158.654563526,228.68662057,107.81573898
SYM00040030,2233055.09,836707.46,1089355.05,14074,158.665275686,59.4505797925,77.401950405
