station,DIFF_TMAX,DIFF_TMIN,DIFF_PRCP,NRECORDS,TMAX,TMIN,PRCP,SIMILARIDAD
CA005061648,4124691.31,4462811.94,959825.01,11420,19.0047724442,19.768387304,9.16775458704,19.3865798741
CA003050PPF,1359868.1,709464.14,171036.39,2683,22.5132428829,16.2612859974,7.98424627594,19.3872644402
US1MTMH0016,240979.76,101601.74,27960.875,436,23.509697394,15.2653697552,8.00814880279,19.3875335746
AYM00089057,3158205.04,2046928.83,606167.84,6844,21.4815275461,17.2940364904,9.41112290675,19.3877820183
US1PABF0002,613005.79,263349.63,107460.7575,1117,23.4264079423,15.3546446363,9.80840437224,19.3905262893
US1VAFX0050,611995.5,262834.93,166465.616214,1115,23.4280790483,15.3533838166,12.2186953798,19.3907314324
US1INOR0023,273346.66,112662.25,92340.51,490,23.618855318,15.1632107149,13.7277099477,19.3910330164
GLE00100981,12902708.41,11127817.86,2171032.03,31901,20.1112142558,18.6768166658,8.24956344376,19.3940154608
US1FLCY0025,1065050.08,455791.82,293771.759069,1937,23.4487774228,15.339756049,12.315164336,19.3942667359
US1TXCMR043,425523.55,180979.33,169875.658713,772,23.4775703234,15.3110804301,14.8339539585,19.3943253768
US1COCU0017,1097934.63,468357.24,109025.390568,1994,23.4652758884,15.3259019248,7.39437120117,19.3955889066
US1COWE0129,1559856.69,652495.15,166594.107775,2811,23.5565630958,15.2355529599,7.69838090631,19.3960580279
USC00201940,613082.0,263721.02,72815.25,1117,23.4278641039,15.3654678001,8.07392267704,19.396665952
US10cher027,392682.12,165800.99,40491.2766667,710,23.5175128032,15.2814436859,7.55181879656,19.3994782446
US1COAM0023,812086.62,346870.12,70956.5401389,1475,23.4641684276,15.3351290523,6.93585819547,19.39964874
US1MDCR0016,612551.12,263151.11,133144.809619,1115,23.4387116069,15.362615797,10.927597417,19.400663702
RSM00023205,10896121.66,11616386.79,2109505.19,29897,19.0907137646,19.711593138,8.39994598501,19.4011534513
USC00034906,388811.49,154258.76,150156.31,686,23.8071543379,14.9955659141,14.7948217046,19.401360126
US1NMED0032,387036.15,162557.79,38248.0575,698,23.5476761396,15.2607606828,7.40247553071,19.4042184112
CHM00050727,5534101.12,10494149.6,1671841.68,20756,16.3287039165,22.4854609243,8.97481991804,19.4070824204
US1COPU0077,911878.62,389303.39,79017.0620139,1654,23.4801444329,15.3418008226,6.91182424529,19.4109726277
US10rock003,430068.14,182979.75,58349.7858333,779,23.4963231494,15.3261399193,8.65467779853,19.4112315344
CA002100500,3597750.43,3984748.51,801371.24,10055,18.9157898045,19.9071652239,8.92741735924,19.4114775142
US1MDSM0002,516393.04,222580.26,136637.36,940,23.4383083407,15.3879014371,12.0564876153,19.4131048889
US1VAAG0001,590707.34,253305.25,95407.5075,1073,23.4631503038,15.3646345355,9.4295596924,19.4138924197
CA00305FMQQ,465656.32,270452.78,50915.83,959,22.0355272908,16.7933144997,7.28646881124,19.4144208953
ASN00048165,466266.74,201248.74,40223.64,849,23.434914506,15.3961714911,6.88314374719,19.4155429986
US1KSBU0017,64640.35,28091.38,49266.3405556,118,23.4051185913,15.4292754973,20.4330947397,19.4171970443
US1IAFY0002,199799.7,84034.86,48847.7875,360,23.5584202923,15.2784216026,11.6485320367,19.4184209474
USC00032700,1160050.6,491979.51,258141.57,2097,23.5201047331,15.3170204635,11.0950626352,19.4185625983
CA003070311,178396.57,302698.84,43856.73,627,16.8678402615,21.9721020737,8.36342859114,19.4199711676
RSM00025594,10434434.94,9254230.26,2213762.6,26078,20.0031009752,18.8379226849,9.21357939396,19.4205118301
US1TXZV0008,254465.77,108020.45,52581.1375694,460,23.5199161674,15.324068168,10.6914367979,19.4219921677
US1NMSC0013,655229.52,278486.16,53324.0748417,1185,23.5145976746,15.3300168859,6.70814574049,19.4223072802
AYM00089504,617285.82,311136.01,62710.28,1196,22.7183905143,16.1290782611,7.24108724444,19.4237343877
US1TXHRR050,397518.64,167476.58,205400.552222,716,23.5625472155,15.2939804495,16.9373043794,19.4282638325
US1COLN0018,1358084.16,574032.41,132777.021768,2447,23.5584306931,15.3162068168,7.36621646307,19.437318755
US1COCR0005,11170.8,4065.41,738.97,19,24.2474089772,14.6276774427,6.23643791717,19.4375432099
US1CODL0028,940321.58,402451.03,77944.1651389,1702,23.5049008566,15.3771816161,6.76724698023,19.4410412363
CA008501548,535413.79,725254.21,123199.51,1658,17.9701835546,20.914759075,8.62009847438,19.4424713148
US1NMLN0012,610279.39,262358.13,72669.5777778,1106,23.4902039911,15.4017368857,8.10585358657,19.4459704384
US1PAWN0002,604479.67,259052.5,116517.737156,1094,23.5061870964,15.3881082556,10.3201820855,19.447147676
US1MDSS0013,608331.32,261367.1,111087.789053,1102,23.4952078367,15.4004943706,10.040200008,19.4478511037
US1PAWY0002,929345.6,397828.5,197881.534867,1681,23.5128225804,15.3838164461,10.8497261955,19.4483195133
USC00168586,359360.18,148470.82,156004.88,641,23.677506325,15.2191899965,15.6005560123,19.4483481608
US1RIPR0012,52437.1,23755.96,18459.53,97,23.2505625694,15.6494985263,13.7950872773,19.4500305478
US1ILSC0018,54215.03,24407.11,14067.0,100,23.2841211988,15.6227750416,11.8604384405,19.4534481202
US1TXHDS031,268979.5,113231.56,30926.64,483,23.5985884057,15.3112335112,8.00189418569,19.4549109585
